comment_counts,comment_value,location,record_date,record_time,sales,search_key,search_pages,shop_name,since,url
312,4.9091,"London, United Kingdom",20190720,2019-07-20 15:47:01.884944,1530,viking,10,TinyPlanetTreasures,2017,https://www.etsy.com/uk/shop/TinyPlanetTreasures
244,4.8841,"Fleming Island, Florida",20190720,2019-07-20 15:47:01.937291,1169,viking,10,LOVABLEPINATAS,2016,https://www.etsy.com/uk/shop/LOVABLEPINATAS
27,4.92,"Coeur d'Alene, Idaho",20190720,2019-07-20 15:47:01.981503,213,viking,10,NorthSummitCreations,2016,https://www.etsy.com/uk/shop/NorthSummitCreations
3694,4.9367,"Richmond, Canada",20190720,2019-07-20 15:47:02.021670,31991,viking,10,GIGIMEY,2015,https://www.etsy.com/uk/shop/GIGIMEY
367,4.9444,"Saugerties, New York",20190720,2019-07-20 15:47:02.058790,2202,viking,10,lilypickford,2006,https://www.etsy.com/uk/shop/lilypickford
1763,4.9496,"San Tan Valley, Arizona",20190720,2019-07-20 15:47:02.107305,5433,viking,10,TheWickedGriffin,2011,https://www.etsy.com/uk/shop/TheWickedGriffin
657,4.8812,"Moscow, Russia",20190720,2019-07-20 15:47:02.409685,3802,viking,10,SymphonyOfSymbols,2016,https://www.etsy.com/uk/shop/SymphonyOfSymbols
597,4.9937,"Dunoon, United Kingdom",20190720,2019-07-20 15:47:02.459837,3358,viking,10,AsgardScotland,2016,https://www.etsy.com/uk/shop/AsgardScotland
379,4.8657,"Falcon, Colorado",20190720,2019-07-20 15:47:02.578567,1993,viking,10,RavenWoodGripsLLC,2014,https://www.etsy.com/uk/shop/RavenWoodGripsLLC
2163,4.9778,"Ullapool, United Kingdom",20190720,2019-07-20 15:47:02.677169,10202,viking,10,CraftLinds,2014,https://www.etsy.com/uk/shop/CraftLinds
725,4.9565,"Mission Viejo, California",20190720,2019-07-20 15:47:02.740190,2801,viking,10,ShadowMoon,2009,https://www.etsy.com/uk/shop/ShadowMoon
36,5.0,"Kyiv, Ukraine",20190720,2019-07-20 15:47:02.777510,93,viking,10,Shamandrums,2018,https://www.etsy.com/uk/shop/Shamandrums
1426,4.9524,"Hoopeston, Illinois",20190720,2019-07-20 15:47:02.814094,4623,viking,10,mymysticgems,2010,https://www.etsy.com/uk/shop/mymysticgems
1155,4.8556,"South Fork, Colorado",20190720,2019-07-20 15:47:02.851398,4577,viking,10,FaeMoonWolfDesigns,2013,https://www.etsy.com/uk/shop/FaeMoonWolfDesigns
165,4.9259,"Odesa, Ukraine",20190720,2019-07-20 15:47:03.189263,1002,viking,10,UkrHeart,2015,https://www.etsy.com/uk/shop/UkrHeart
359,4.9444,"Denver, Colorado",20190720,2019-07-20 15:47:03.603959,1117,viking,10,Gallery315,2012,https://www.etsy.com/uk/shop/Gallery315
1,5.0,"Puebla City, Mexico",20190720,2019-07-20 15:47:03.628694,4,viking,10,AdrianaCrochet,2017,https://www.etsy.com/uk/shop/AdrianaCrochet
98,5.0,"Kyiv, Ukraine",20190720,2019-07-20 15:47:03.666163,371,viking,10,GypsyKingArmor,2015,https://www.etsy.com/uk/shop/GypsyKingArmor
108,4.988,"Valencia, Spain",20190720,2019-07-20 15:47:03.737165,1614,viking,10,Paulaparaula,2017,https://www.etsy.com/uk/shop/Paulaparaula
1,5.0,"Salt Lake, Utah",20190720,2019-07-20 15:47:03.880058,4,viking,10,ThePurpleMoon333,2016,https://www.etsy.com/uk/shop/ThePurpleMoon333
1155,4.9908,"Springfield, Oregon",20190720,2019-07-20 15:47:03.955949,4125,viking,10,yesteryearshome,2011,https://www.etsy.com/uk/shop/yesteryearshome
830,4.9318,"St Petersburg, Russia",20190720,2019-07-20 15:47:04.130905,4088,viking,10,Artifactoria,2015,https://www.etsy.com/uk/shop/Artifactoria
465,4.6941,"Riga, Latvia",20190720,2019-07-20 15:47:04.194706,2366,viking,10,BDSartJewelry,2014,https://www.etsy.com/uk/shop/BDSartJewelry
706,4.9469,"Penza, Russia",20190720,2019-07-20 15:47:04.424120,2632,viking,10,Vigmarr,2015,https://www.etsy.com/uk/shop/Vigmarr
105,5.0,"Fargo, North Dakota",20190720,2019-07-20 15:47:04.507309,705,viking,10,IttyBittyDetailsBTQ,2016,https://www.etsy.com/uk/shop/IttyBittyDetailsBTQ
81,5.0,"San Diego, California",20190720,2019-07-20 15:47:04.576615,241,viking,10,BriarandtheRose,2006,https://www.etsy.com/uk/shop/BriarandtheRose
55,5.0,"Whitby, United Kingdom",20190720,2019-07-20 15:47:04.766672,151,viking,10,GrailandGreenman,2010,https://www.etsy.com/uk/shop/GrailandGreenman
2,3.0,"Kent, Ohio",20190720,2019-07-20 15:47:04.875069,5,viking,10,Elvyness,2019,https://www.etsy.com/uk/shop/Elvyness
17,5.0,"Toronto, Canada",20190720,2019-07-20 15:47:04.928213,87,viking,10,luluandlivvintage,2017,https://www.etsy.com/uk/shop/luluandlivvintage
313,4.9768,"Michigan, North Dakota",20190720,2019-07-20 15:47:05.151551,6166,viking,10,CherishableDesigns,2017,https://www.etsy.com/uk/shop/CherishableDesigns
52,5.0,"Waterlooville, United Kingdom",20190720,2019-07-20 15:47:05.227377,678,viking,10,BigCrocodileHatCo,2011,https://www.etsy.com/uk/shop/BigCrocodileHatCo
1,5.0,"Obukhiv, Ukraine",20190720,2019-07-20 15:47:05.644575,6,viking,10,AntiqueRaven,2019,https://www.etsy.com/uk/shop/AntiqueRaven
71,4.9649,"Bangkok, Thailand",20190720,2019-07-20 15:47:05.728320,578,viking,10,925BeliveJewelry,2016,https://www.etsy.com/uk/shop/925BeliveJewelry
42,5.0,"Springfield, Massachusetts",20190720,2019-07-20 15:47:05.925470,182,viking,10,SteelMasteryCom,2016,https://www.etsy.com/uk/shop/SteelMasteryCom
49,4.7347,"Riverside, California",20190720,2019-07-20 15:47:05.962473,316,viking,10,3DEgos,2018,https://www.etsy.com/uk/shop/3DEgos
13,5.0,"London, United Kingdom",20190720,2019-07-20 15:47:06.110882,61,viking,10,IntoTheFlipside,2017,https://www.etsy.com/uk/shop/IntoTheFlipside
54,4.9767,"Scottsdale, Arizona",20190720,2019-07-20 15:47:06.226412,180,viking,10,ShelleyManor,2017,https://www.etsy.com/uk/shop/ShelleyManor
93,5.0,"Chicago, Illinois",20190720,2019-07-20 15:47:06.322548,312,viking,10,MyPlaceFor,2013,https://www.etsy.com/uk/shop/MyPlaceFor
25,5.0,"Brookings, South Dakota",20190720,2019-07-20 15:47:06.421969,118,viking,10,StitchesByVal,2017,https://www.etsy.com/uk/shop/StitchesByVal
4365,4.8819,"Bentonville, Arkansas",20190720,2019-07-20 15:47:06.582560,21270,viking,10,SpotLightJewelry,2010,https://www.etsy.com/uk/shop/SpotLightJewelry
170,5.0,"Kimball, Minnesota",20190720,2019-07-20 15:47:06.658737,1176,viking,10,CreateHopeCuffs,2015,https://www.etsy.com/uk/shop/CreateHopeCuffs
33,5.0,"Sacramento, California",20190720,2019-07-20 15:47:06.812524,159,viking,10,jakSavageFashion,2016,https://www.etsy.com/uk/shop/jakSavageFashion
1476,4.9932,"Rapid City, South Dakota",20190720,2019-07-20 15:47:06.850789,7294,viking,10,LaAntiguaTextiles,2009,https://www.etsy.com/uk/shop/LaAntiguaTextiles
26,5.0,"Minsk, Belarus",20190720,2019-07-20 15:47:06.917872,111,viking,10,WoodArtsStore,2017,https://www.etsy.com/uk/shop/WoodArtsStore
1029,5.0,"Huntingdon, United Kingdom",20190720,2019-07-20 15:47:07.069481,2519,viking,10,rowantreedesign,2008,https://www.etsy.com/uk/shop/rowantreedesign
480,4.9849,"Indianapolis, Indiana",20190720,2019-07-20 15:47:07.313874,1769,viking,10,Mycyberattic,2016,https://www.etsy.com/uk/shop/Mycyberattic
2,5.0,"Covington, Ohio",20190720,2019-07-20 15:47:07.397641,6,viking,10,CalligraphicaDesigns,2017,https://www.etsy.com/uk/shop/CalligraphicaDesigns
818,4.9892,"Providence, Rhode Island",20190720,2019-07-20 15:47:07.489709,3094,viking,10,SepiaLepus,2007,https://www.etsy.com/uk/shop/SepiaLepus
941,4.9094,"Sweet Home, Oregon",20190720,2019-07-20 15:47:07.530275,5987,viking,10,FandomLoversUnite,2016,https://www.etsy.com/uk/shop/FandomLoversUnite
1184,4.9836,"Augusta, Georgia",20190720,2019-07-20 15:47:07.578051,15120,viking,10,SKDSweetKateDesigns,2014,https://www.etsy.com/uk/shop/SKDSweetKateDesigns
259,4.9737,"Québec, Canada",20190720,2019-07-20 15:47:07.758038,1131,viking,10,MatanteGe,2012,https://www.etsy.com/uk/shop/MatanteGe
17,5.0,"North Salt Lake, Utah",20190720,2019-07-20 15:47:07.956147,64,viking,10,JHobbinsArtWoodwork,2014,https://www.etsy.com/uk/shop/JHobbinsArtWoodwork
64,5.0,"Sauk Rapids, Minnesota",20190720,2019-07-20 15:47:08.160909,240,viking,10,BuyGonesAntiques,2014,https://www.etsy.com/uk/shop/BuyGonesAntiques
524,4.9815,"Iona, Idaho",20190720,2019-07-20 15:47:08.197424,2418,viking,10,BusyMomsCrochet,2010,https://www.etsy.com/uk/shop/BusyMomsCrochet
63,5.0,"Kyiv, Ukraine",20190720,2019-07-20 15:47:08.239991,370,viking,10,WikkedKnot,2018,https://www.etsy.com/uk/shop/WikkedKnot
446,4.9474,"London, United Kingdom",20190720,2019-07-20 15:47:08.402196,1909,viking,10,MissVintageBox,2013,https://www.etsy.com/uk/shop/MissVintageBox
323,5.0,"Phoenix, Arizona",20190720,2019-07-20 15:47:08.439027,1042,viking,10,EyeScandi,2013,https://www.etsy.com/uk/shop/EyeScandi
110,4.8182,"Denver, Colorado",20190720,2019-07-20 15:47:08.632534,734,viking,10,MishMashDenver,2017,https://www.etsy.com/uk/shop/MishMashDenver
250,4.973,"Bude, United Kingdom",20190720,2019-07-20 15:47:08.888345,814,viking,10,aYaHeadzofDreadz,2011,https://www.etsy.com/uk/shop/aYaHeadzofDreadz
591,4.973,"Greensburg, Pennsylvania",20190720,2019-07-20 15:47:08.923722,1856,viking,10,WeBGlass,2013,https://www.etsy.com/uk/shop/WeBGlass
6,5.0,"Brisbane, Australia",20190720,2019-07-20 15:47:08.959196,43,viking,10,TheCraftRebellion,2018,https://www.etsy.com/uk/shop/TheCraftRebellion
50,5.0,"Philadelphia, Pennsylvania",20190720,2019-07-20 15:47:09.146173,213,viking,10,CrocheturlayCrafts,2017,https://www.etsy.com/uk/shop/CrocheturlayCrafts
9,5.0,"New York, United States",20190720,2019-07-20 15:47:09.226047,45,viking,10,holidayshoppinglist,2019,https://www.etsy.com/uk/shop/holidayshoppinglist
69,4.9394,"Krasnogvardeysk, Russia",20190720,2019-07-20 15:47:09.429589,266,viking,10,NorthWestLegends,2017,https://www.etsy.com/uk/shop/NorthWestLegends
15,5.0,"London, United Kingdom",20190720,2019-07-20 15:47:09.463139,55,viking,10,RavenKrafts,2018,https://www.etsy.com/uk/shop/RavenKrafts
18,4.9375,"Del Mar, California",20190720,2019-07-20 15:47:09.787738,272,viking,10,AvaGirlPatterns,2018,https://www.etsy.com/uk/shop/AvaGirlPatterns
137,5.0,"Tywyn, United Kingdom",20190720,2019-07-20 15:47:09.822411,308,viking,10,SuperstitchiousCo,2015,https://www.etsy.com/uk/shop/SuperstitchiousCo
352,4.9642,"St Petersburg, Russia",20190720,2019-07-20 15:47:09.865535,1185,viking,10,HandPrintWorkshop,2017,https://www.etsy.com/uk/shop/HandPrintWorkshop
4,5.0,"Marseille 05, France",20190720,2019-07-20 15:47:10.110232,34,viking,10,WanderlandByDrugilla,2018,https://www.etsy.com/uk/shop/WanderlandByDrugilla
1,5.0,"Chicago, Illinois",20190720,2019-07-20 15:47:10.261145,19,viking,10,JestexCorner,2019,https://www.etsy.com/uk/shop/JestexCorner
1014,4.9932,"Minot, North Dakota",20190720,2019-07-20 15:47:10.328942,5928,viking,10,CuteLittleSigns,2012,https://www.etsy.com/uk/shop/CuteLittleSigns
490,4.9733,"Gävle, Sweden",20190720,2019-07-20 15:47:10.422829,1752,viking,10,LufolkCrafts,2016,https://www.etsy.com/uk/shop/LufolkCrafts
594,5.0,"Calgary, Canada",20190720,2019-07-20 15:47:10.591047,1857,viking,10,MasterArks,2013,https://www.etsy.com/uk/shop/MasterArks
1406,4.9919,"Burgas, Bulgaria",20190720,2019-07-20 15:47:10.760481,6322,viking,10,TheNorseWind,2015,https://www.etsy.com/uk/shop/TheNorseWind
497,4.9792,"Biloxi, Mississippi",20190720,2019-07-20 15:47:10.803781,2452,viking,10,OmaSewHappy,2012,https://www.etsy.com/uk/shop/OmaSewHappy
130,4.9593,"Bude, United Kingdom",20190720,2019-07-20 15:47:10.964533,1087,viking,10,GiftsFromCornwall,2015,https://www.etsy.com/uk/shop/GiftsFromCornwall
90,4.9483,"Kharkiv, Ukraine",20190720,2019-07-20 15:47:11.038514,644,viking,10,DaLeeShop,2017,https://www.etsy.com/uk/shop/DaLeeShop
351,4.9805,"Alicante, Spain",20190720,2019-07-20 15:47:11.123620,1665,viking,10,dreamonjewellery,2016,https://www.etsy.com/uk/shop/dreamonjewellery
11,4.5455,"Vladimir, Russia",20190720,2019-07-20 15:47:11.168732,52,viking,10,Sloboda33,2019,https://www.etsy.com/uk/shop/Sloboda33
161,5.0,"Marshall, North Carolina",20190720,2019-07-20 15:47:11.346947,571,viking,10,feedtheravens,2011,https://www.etsy.com/uk/shop/feedtheravens
144,5.0,"Texas City, Texas",20190720,2019-07-20 15:47:11.411308,518,viking,10,onnebem,2019,https://www.etsy.com/uk/shop/onnebem
433,4.9665,"St Petersburg, Russia",20190720,2019-07-20 15:47:11.514003,1360,viking,10,LegendsGardarike,2015,https://www.etsy.com/uk/shop/LegendsGardarike
16,5.0,"Bruchterveld, The Netherlands",20190720,2019-07-20 15:47:11.666104,40,viking,10,SuzaShop,2017,https://www.etsy.com/uk/shop/SuzaShop
6,5.0,"Eugene, Oregon",20190720,2019-07-20 15:47:11.716191,33,viking,10,MIDCENTURYARCHIVE,2019,https://www.etsy.com/uk/shop/MIDCENTURYARCHIVE
1254,4.9476,"Port Orange, Florida",20190720,2019-07-20 15:47:11.876080,11582,viking,10,AnnBensonBeading,2014,https://www.etsy.com/uk/shop/AnnBensonBeading
788,4.989,"Häädemeeste, Estonia",20190720,2019-07-20 15:47:11.972396,2355,viking,10,VikingsArtifacts,2016,https://www.etsy.com/uk/shop/VikingsArtifacts
424,4.9495,"Warsaw, Poland",20190720,2019-07-20 15:47:12.139948,1139,viking,10,Volundr,2014,https://www.etsy.com/uk/shop/Volundr
66,5.0,"Troy, New York",20190720,2019-07-20 15:47:12.187191,148,viking,10,RoseMetalsJewelry,2010,https://www.etsy.com/uk/shop/RoseMetalsJewelry
26,5.0,"St Petersburg, Russia",20190720,2019-07-20 15:47:12.238524,109,viking,10,simplegeometrygem,2017,https://www.etsy.com/uk/shop/simplegeometrygem
27640,4.9471,"Meridian, Idaho",20190720,2019-07-20 15:47:12.341536,103445,viking,10,metalsupplychick,2010,https://www.etsy.com/uk/shop/metalsupplychick
36,5.0,"Pahrump, Nevada",20190720,2019-07-20 15:47:12.419027,149,viking,10,NyeEmporiumPahrump,2018,https://www.etsy.com/uk/shop/NyeEmporiumPahrump
91,5.0,"Nice, France",20190720,2019-07-20 15:47:12.457079,927,viking,10,FLESHnBONES,2017,https://www.etsy.com/uk/shop/FLESHnBONES
93,5.0,"Johannesburg, South Africa",20190720,2019-07-20 15:47:12.510890,296,viking,10,Waitingforgeorge,2013,https://www.etsy.com/uk/shop/Waitingforgeorge
228,4.9773,"Tallinn, Estonia",20190720,2019-07-20 15:47:12.615456,613,viking,10,Hvitolg,2011,https://www.etsy.com/uk/shop/Hvitolg
5,5.0,"Charlotte, North Carolina",20190720,2019-07-20 15:47:12.772772,43,viking,10,GoodMarchDigital,2019,https://www.etsy.com/uk/shop/GoodMarchDigital
29,5.0,"Burntwood, United Kingdom",20190720,2019-07-20 15:47:12.806216,74,viking,10,Kaupeyrir,2018,https://www.etsy.com/uk/shop/Kaupeyrir
790,4.8742,"Kyiv, Ukraine",20190720,2019-07-20 15:47:12.877739,3863,viking,10,ForgedCommodities,2017,https://www.etsy.com/uk/shop/ForgedCommodities
44,4.9231,"Boulder, Colorado",20190720,2019-07-20 15:47:13.038620,163,viking,10,AncientMetalFindings,2016,https://www.etsy.com/uk/shop/AncientMetalFindings
261,4.9185,"Sumy, Ukraine",20190720,2019-07-20 15:47:13.580120,1276,viking,10,SomeVintage4you,2016,https://www.etsy.com/uk/shop/SomeVintage4you
18,5.0,"Independence, Missouri",20190720,2019-07-20 15:47:13.656824,62,viking,10,KnitPickerLNP,2012,https://www.etsy.com/uk/shop/KnitPickerLNP
978,4.9234,"Denver, Colorado",20190720,2019-07-20 15:47:13.717547,4755,viking,10,CelticEternity,2012,https://www.etsy.com/uk/shop/CelticEternity
512,4.9044,"Wintersville, Ohio",20190720,2019-07-20 15:47:13.754272,2451,viking,10,designsbynevermore,2014,https://www.etsy.com/uk/shop/designsbynevermore
3,4.3333,"Colorado Springs, Colorado",20190720,2019-07-20 15:47:13.777326,15,viking,10,MyersSewingMachineCo,2018,https://www.etsy.com/uk/shop/MyersSewingMachineCo
32,5.0,"Vancouver, Canada",20190720,2019-07-20 15:47:13.811435,143,viking,10,BlackWolfJeweller,2013,https://www.etsy.com/uk/shop/BlackWolfJeweller
740,5.0,"Manchester, United Kingdom",20190720,2019-07-20 15:47:13.856998,5594,viking,10,DocomoooArt,2016,https://www.etsy.com/uk/shop/DocomoooArt
9,5.0,"Kyiv, Ukraine",20190720,2019-07-20 15:47:14.258395,65,viking,10,UniqueTitanium,2018,https://www.etsy.com/uk/shop/UniqueTitanium
26,5.0,"Detroit, Michigan",20190720,2019-07-20 15:47:14.288616,91,viking,10,SmallKatStudios,2016,https://www.etsy.com/uk/shop/SmallKatStudios
268,4.9709,"Orleans, Indiana",20190720,2019-07-20 15:47:14.435953,1404,viking,10,AmishLeatherWorks,2015,https://www.etsy.com/uk/shop/AmishLeatherWorks
38,4.9615,"Greenville, South Carolina",20190720,2019-07-20 15:47:14.524113,385,viking,10,LIBERTYSEWINGSERVICE,2015,https://www.etsy.com/uk/shop/LIBERTYSEWINGSERVICE
2,5.0,"Toronto, Canada",20190720,2019-07-20 15:47:14.625917,23,viking,10,ImagineDigiCreations,2017,https://www.etsy.com/uk/shop/ImagineDigiCreations
45,5.0,"Vista, California",20190720,2019-07-20 15:47:14.900118,340,viking,10,SwiftHammerLeather,2015,https://www.etsy.com/uk/shop/SwiftHammerLeather
58,5.0,"Eagan, Minnesota",20190720,2019-07-20 15:47:14.936432,219,viking,10,NorthernLitesMN,2018,https://www.etsy.com/uk/shop/NorthernLitesMN
657,4.8254,"Nieuwegein, The Netherlands",20190720,2019-07-20 15:47:15.185887,6616,viking,10,VliegendeHollander,2011,https://www.etsy.com/uk/shop/VliegendeHollander
44,4.9545,"Kyiv, Ukraine",20190720,2019-07-20 15:47:15.290905,203,viking,10,VikingAXERAZOR,2018,https://www.etsy.com/uk/shop/VikingAXERAZOR
400,4.9554,"Athens, Greece",20190720,2019-07-20 15:47:15.388659,1665,viking,10,prestigiousantiques,2015,https://www.etsy.com/uk/shop/prestigiousantiques
200,4.9787,"Harrah, Oklahoma",20190720,2019-07-20 15:47:15.489856,2241,viking,10,ThreadTreasuresEmbro,2015,https://www.etsy.com/uk/shop/ThreadTreasuresEmbro
50,5.0,"City of London, United Kingdom",20190720,2019-07-20 15:47:15.540074,824,viking,10,clipartfables,2016,https://www.etsy.com/uk/shop/clipartfables
1913,4.9723,"Tucson, Arizona",20190720,2019-07-20 15:47:15.605524,6478,viking,10,SylvrThreads,2015,https://www.etsy.com/uk/shop/SylvrThreads
166,4.9213,"Park Rapids, Minnesota",20190720,2019-07-20 15:47:15.704747,1150,viking,10,CellarCo,2016,https://www.etsy.com/uk/shop/CellarCo
2573,4.9237,"Darwin, Australia",20190720,2019-07-20 15:47:15.913017,19004,viking,10,MountainDreads,2012,https://www.etsy.com/uk/shop/MountainDreads
92,4.8913,"Peacehaven, United Kingdom",20190720,2019-07-20 15:47:16.009593,329,viking,10,GlitterbeardsCrafts,2018,https://www.etsy.com/uk/shop/GlitterbeardsCrafts
1832,4.8095,"Brooklyn, New York",20190720,2019-07-20 15:47:16.091566,14387,viking,10,TshirtsUniversity,2013,https://www.etsy.com/uk/shop/TshirtsUniversity
369,4.9189,"Faro, Portugal",20190720,2019-07-20 15:47:16.192207,2012,viking,10,Ategina,2015,https://www.etsy.com/uk/shop/Ategina
1169,5.0,"Berlin, Germany",20190720,2019-07-20 15:47:16.333096,14921,viking,10,HappyFiestaDesign,2014,https://www.etsy.com/uk/shop/HappyFiestaDesign
38,4.8,"Parkton, North Carolina",20190720,2019-07-20 15:47:16.579892,202,viking,10,BimJones,2012,https://www.etsy.com/uk/shop/BimJones
796,4.9344,"Clinton, Michigan",20190720,2019-07-20 15:47:16.786238,5811,viking,10,BBCraftsCollectables,2016,https://www.etsy.com/uk/shop/BBCraftsCollectables
21,4.7273,"Somma Lombardo, Italy",20190720,2019-07-20 15:47:16.992108,200,viking,10,ArtFromItaly,2015,https://www.etsy.com/uk/shop/ArtFromItaly
1239,4.9149,"Sumas, Washington",20190720,2019-07-20 15:47:17.106283,5066,viking,10,Gilliauna,2009,https://www.etsy.com/uk/shop/Gilliauna
